u,v,osmid,highway,maxspeed,name,oneway,length,geometry,lanes
21363998,1352301,198659308,residential,20 mph,Mapesbury Road,FALSE,132.8126584,"LINESTRING (-0.2106665 51.5454212, -0.2106732 51.5452949, -0.210699 51.544807, -0.2107077 51.5446415, -0.2107152 51.5445007, -0.2107256 51.5443039, -0.2107191 51.5442275)",2
882935131,882935235,74741547,residential,,King's Road,FALSE,64.3400625,"LINESTRING (-0.4799998 51.5353063, -0.480019 51.5358848)",
150611407,150628149,15223060,residential,20 mph,Ash Tree Close,FALSE,95.47686947,"LINESTRING (-0.0455527 51.3895013, -0.0447716 51.389698, -0.0442995 51.3898533)",
8815805083,4307453710,431537330,residential,20 mph,,FALSE,47.69395433,"LINESTRING (-0.208718 51.4430602, -0.2086864 51.4430904, -0.2084866 51.4432815, -0.2084076 51.4432808, -0.2083674 51.4432665, -0.2082474 51.4432227)",
26838277,26838275,5027600,residential,20 mph,Mercator Road,FALSE,72.3610055,"LINESTRING (-0.0036624 51.4607065, -0.0034118 51.4605806, -0.0031006 51.4604042, -0.0029566 51.4603281, -0.0028705 51.4602825)",
130233862,130233908,99345436,residential,20 mph,McGrath Road,FALSE,59.16781726,"LINESTRING (0.0131881 51.5463297, 0.0131633 51.5463883, 0.0131261 51.5464765, 0.013093 51.546555, 0.012968 51.5468439)",
150610537,150610561,15221666,residential,20 mph,Lorne Gardens,FALSE,174.4091399,"LINESTRING (-0.0464624 51.3850916, -0.046385 51.3852285, -0.0463616 51.3852613, -0.0463427 51.3852851, -0.0463102 51.3853139, -0.0462741 51.3853413, -0.0462297 51.3853711, -0.0461945 51.3853896, -0.046143 51.3854074, -0.046059 51.3854289, -0.0459572 51.3854521, -0.0458718 51.3854695, -0.0454413 51.3855521, -0.0453072 51.3855758, -0.0452213 51.3855883, -0.0450876 51.3856014, -0.0449593 51.3856101, -0.0447931 51.3856157, -0.0446045 51.3856199, -0.0442944 51.3856319)",
26156099,1571264595,163628668,residential,20 mph,Southlands Drive,FALSE,16.22585473,"LINESTRING (-0.2214981 51.4385454, -0.2214859 51.4385885, -0.2214574 51.4386891)",
475894163,41315486,41911682,tertiary,20 mph,Dowsett Road,FALSE,5.092537929,"LINESTRING (-0.0684282 51.5947965, -0.0685015 51.5948014)",
1432225649,241780946,26641718,residential,,Broomhill Walk,FALSE,37.19440864,"LINESTRING (0.0192845 51.6038483, 0.0194222 51.6039371, 0.0195607 51.6040142, 0.0196965 51.6040594)",
290992169,290992168,26549074,residential,20 mph,Foxglove Close,FALSE,12.12139166,"LINESTRING (-0.3831972 51.5158421, -0.3831629 51.515949)",
13777093,359703185,26199560,secondary,30 mph,Roman Road,FALSE,16.24248568,"LINESTRING (-0.0353283 51.5318477, -0.0351014 51.5318853)",2
25502855,21579543,4256342,residential,20 mph,Silvester Road,FALSE,14.09562939,"LINESTRING (-0.0742801 51.4546059, -0.0740788 51.4545876)",
59658555,59658610,7975740,residential,,Norlands Crescent,FALSE,32.63705413,"LINESTRING (0.0637271 51.4078348, 0.0632569 51.407846)",
235483604,235482444,21850832,tertiary,,Dickerage Road,FALSE,230.7489036,"LINESTRING (-0.2739521 51.409843, -0.2740903 51.410254, -0.2743364 51.4109861, -0.274541 51.4115947, -0.2746349 51.411874)",
4455161629,746713678,598068739,trunk,30 mph,Gallows Corner,TRUE,27.58924354,"LINESTRING (0.2131237 51.592901, 0.2131583 51.5928785, 0.2132044 51.5928325, 0.2132342 51.5927815, 0.2132464 51.5927277, 0.2132405 51.5926736)",3
544280944,1814782261,45197612,tertiary,,Wood Lane,FALSE,120.6411671,"LINESTRING (-0.3178577 51.6254862, -0.3179281 51.6254377, -0.318026 51.6253962, -0.3183405 51.6252772, -0.3186375 51.6251582, -0.3187682 51.6250923, -0.3188118 51.6250647, -0.3188509 51.6250321, -0.3189335 51.6249672, -0.3189872 51.6249164, -0.3190367 51.6248476, -0.3190849 51.6247571)",
126471639,7012929989,"[749973628, 13709551]",residential,20 mph,St Benedict's Close,FALSE,68.06003864,"LINESTRING (-0.1575044 51.4257247, -0.1573984 51.4257486, -0.1571981 51.425811, -0.1569917 51.4258693, -0.1569407 51.4258693, -0.1568924 51.4258492, -0.1567201 51.425689)",
206882728,206882729,23028222,residential,20 mph,Ronelean Road,FALSE,61.59184859,"LINESTRING (-0.2978834 51.3761909, -0.298066 51.3763775, -0.2981203 51.3763923, -0.2981776 51.3763695, -0.2981862 51.3763293, -0.298015 51.3761424)",
21657136,525054,8045639,residential,20 mph,Colwyn Road,FALSE,60.41149724,"LINESTRING (-0.2291404 51.5612881, -0.2295829 51.5617566)",
248886086,25644712,216993200,tertiary,,Snakes Lane East,FALSE,120.7945644,"LINESTRING (0.0463608 51.6054424, 0.0472281 51.6051879, 0.0473546 51.6051533, 0.0474021 51.6051403, 0.0479487 51.604987)",2
244638246,1594012786,259734493,tertiary,30 mph,Beddington Farm Road,FALSE,85.91521743,"LINESTRING (-0.1218038 51.3765603, -0.1220238 51.37658, -0.123025 51.3766863)",2
25876699,25876702,4293091,tertiary,20 mph,Brettenham Road,FALSE,92.66894246,"LINESTRING (-0.0617838 51.6180518, -0.062155 51.6181053, -0.0627749 51.6181868, -0.0628535 51.6181967, -0.0629654 51.6182109, -0.0630937 51.6182329)",
697237019,114258420,25254998,residential,20 mph,Rodenhurst Road,FALSE,11.27217156,"LINESTRING (-0.13775 51.4511355, -0.1377165 51.4512347)",2
805117087,774500003,759088727,tertiary,,Lionel Road North,FALSE,37.67343081,"LINESTRING (-0.299506 51.4993016, -0.2994499 51.4991936, -0.2993387 51.4989792)",
36096893,32439755,4930020,secondary,30 mph,Lower Road,FALSE,1.783133685,"LINESTRING (0.1592339 51.490315, 0.1592086 51.490312)",
250672831,250672816,"[204339061, 585507607]",trunk_link,40 mph,East Cross Route,TRUE,552.5203531,"LINESTRING (-0.0310519 51.5445447, -0.0299602 51.5438548, -0.0288391 51.5431148, -0.0281149 51.5426375, -0.0277749 51.5423856, -0.0274701 51.5421256, -0.0271567 51.5418052, -0.0269694 51.5415824, -0.026787 51.5413385, -0.0266301 51.5410503, -0.0265071 51.5407708, -0.0263945 51.5405965)",1
25456108,25456109,726583327,residential,20 mph,Northampton Square,FALSE,54.08905385,"LINESTRING (-0.102129 51.5270134, -0.1023046 51.5270033, -0.1025051 51.5270173, -0.1026634 51.5270493, -0.1028008 51.5270895, -0.1028677 51.5271226)",
248228781,6687929420,23023266,residential,20 mph,Cranley Gardens,FALSE,51.15490796,"LINESTRING (-0.1471055 51.3553583, -0.1471637 51.355347, -0.1474183 51.3552975, -0.1478119 51.3552279)",
68344369,68321043,631698821,residential,20 mph,Speldhurst Road,FALSE,157.8780912,"LINESTRING (-0.2591149 51.5011214, -0.2578449 51.5008977, -0.2577912 51.5008993, -0.2577161 51.5009254, -0.2570461 51.501221)",
2390005223,1139318714,483872217,primary,20 mph,Whitehall,TRUE,25.0986751,"LINESTRING (-0.12707 51.5061994, -0.1269801 51.5061536, -0.1269589 51.5061143, -0.1269446 51.5060888, -0.1268974 51.5060091)",2
130248866,130248732,535435826,residential,,Bethell Avenue,FALSE,60.56801617,"LINESTRING (0.0657754 51.57044, 0.0665176 51.5706549, 0.0665698 51.57067)",
109873,26389034,8392315,residential,20 mph,Ashburn Gardens,FALSE,140.9987323,"LINESTRING (-0.1859391 51.4947598, -0.1859267 51.4946974, -0.1859226 51.4946769, -0.1858632 51.4945187, -0.1854624 51.4935276)",
88307522,5555373398,10376185,residential,,Sun Lane,FALSE,120.9748515,"LINESTRING (0.0252994 51.476138, 0.0252707 51.4760968, 0.0252648 51.4760876, 0.0252491 51.4760605, 0.0252428 51.476012, 0.025304 51.4754801, 0.0253012 51.4754174, 0.0252802 51.4751453, 0.0251405 51.4751519)",1
25500410,107869,4255962,residential,20 mph,Harrison Street,FALSE,114.5877549,"LINESTRING (-0.118853 51.5279251, -0.1189834 51.5278996, -0.1204595 51.5276747)",2
25893953,25535055,51238993,residential,20 mph,Sunnyside Road,FALSE,74.43873688,"LINESTRING (-0.1274207 51.5719352, -0.1272365 51.5717928, -0.1270374 51.5716263, -0.1269199 51.5715279, -0.1268488 51.5714605, -0.1268091 51.571428, -0.1267665 51.5714046)",
26845048,26844973,4393294,residential,30 mph,Grange Road,FALSE,60.82791613,"LINESTRING (-0.2555921 51.6096898, -0.2556699 51.6091449)",
254574223,254574248,23505764,residential,,Lantern Way,FALSE,51.24197798,"LINESTRING (-0.4688013 51.5090416, -0.4688624 51.5089524, -0.4689887 51.5087681, -0.4690314 51.5087058, -0.4690981 51.5086195)",
1251533190,1251533187,8653437,secondary,20 mph,Humphrey Street,TRUE,35.01818328,"LINESTRING (-0.0759214 51.4881854, -0.075953 51.4881072, -0.0759599 51.4880491, -0.0759592 51.4879981, -0.0759486 51.4879432, -0.0759149 51.4878767)",1
4790156630,4790155965,486399266,unclassified,20 mph,,TRUE,9.495449818,"LINESTRING (0.0164665 51.4699729, 0.0164726 51.4699592, 0.016474 51.469945, 0.0164707 51.4699309, 0.0164627 51.4699176, 0.0164504 51.4699056, 0.0164344 51.4698954)",1
43037825,6318397179,23084105,residential,20 mph,Raine Street,FALSE,84.11949393,"LINESTRING (-0.0586154 51.5067078, -0.0584852 51.5067051, -0.0582495 51.5067001, -0.0578302 51.5066906, -0.0577807 51.5066804, -0.0577648 51.5066557, -0.0577682 51.5064473)",
27220759,27220760,8145357,residential,20 mph,Coates Avenue,FALSE,33.97328722,"LINESTRING (-0.1728508 51.454139, -0.1728287 51.4541432, -0.1727969 51.4541606, -0.1727728 51.4541935, -0.1727052 51.4542908, -0.1726834 51.4543489, -0.1726646 51.4544107)",
26891067,26370604,4799241,residential,20 mph,Radfield Way,FALSE,65.83343675,"LINESTRING (0.0860098 51.4447786, 0.085061 51.4447499)",
249482974,28419615,5882770,residential,20 mph,Brune Street,FALSE,93.20234698,"LINESTRING (-0.0757883 51.5178399, -0.0757126 51.5178759, -0.0750476 51.5179459, -0.0744792 51.5180086)",
27309469,27309468,4450027,residential,,Thaxted Road,FALSE,86.17311897,"LINESTRING (0.0724397 51.4333352, 0.0727997 51.4336634, 0.0731414 51.4339749)",
287903357,71554548,319195788,primary,20 mph,Steyne Road,FALSE,71.45663189,"LINESTRING (-0.2733106 51.5092137, -0.273085 51.5093555, -0.2728476 51.5095042, -0.2725963 51.5096775)",
765269538,268985215,"[30102795, 235477794, 30102794]",primary,20 mph,Norwood Road,FALSE,101.927266,"LINESTRING (-0.3767977 51.4979518, -0.3767723 51.4978652, -0.3767497 51.4978124, -0.3767027 51.4977024, -0.3765483 51.4975048, -0.3763625 51.4973377, -0.3761476 51.4971815, -0.3761123 51.4971589)",
2047806106,2047806108,240343067,primary,20 mph,Regent Street,TRUE,41.89851417,"LINESTRING (-0.1416487 51.514376, -0.1416102 51.5142915, -0.1415675 51.5142298, -0.1415292 51.514177, -0.1414889 51.5141298, -0.1414538 51.5140857, -0.1414097 51.514031)",2
33116110,33116133,4989332,residential,20 mph,Ambassador Close,FALSE,239.0517415,"LINESTRING (-0.386284 51.4740838, -0.3862239 51.4740672, -0.385583 51.473828, -0.3855059 51.4738092, -0.3854277 51.4737931, -0.385357 51.4737901, -0.385282 51.4737943, -0.3852028 51.4738037, -0.3850338 51.4738205, -0.3849669 51.4738348, -0.3849011 51.4738568, -0.3848362 51.4738859, -0.3847838 51.4739156, -0.3847325 51.4739476, -0.3846647 51.4739949, -0.3846241 51.4740226, -0.3844829 51.4740964, -0.3844434 51.4741057, -0.3844113 51.4741075, -0.3843618 51.4741018, -0.3843134 51.4740889, -0.3841728 51.4740231, -0.3840853 51.4740087, -0.3840424 51.4740062, -0.3839918 51.4740065, -0.3839438 51.4740075, -0.3838208 51.4740174, -0.3837501 51.4740264, -0.383656 51.4740472, -0.3834905 51.474086, -0.3834142 51.474101, -0.3833358 51.4741115, -0.3831961 51.4741265)",
194614061,194614054,18835243,residential,20 mph,Lynwood Gardens,FALSE,57.76283556,"LINESTRING (-0.120706 51.3671632, -0.1205823 51.3666495)",
325253365,325253352,29507596,residential,20 mph,Cudham Drive,FALSE,30.75098202,"LINESTRING (-0.0199467 51.3404379, -0.0199399 51.3404418, -0.0199362 51.340444, -0.0198982 51.3404657, -0.0198656 51.3404845, -0.0198404 51.3404989, -0.0198076 51.3405177, -0.0197988 51.3405228, -0.0196207 51.340625)",
21494400,32351719,4927690,residential,,Horseshoe Crescent,FALSE,166.0271481,"LINESTRING (-0.3703135 51.5383991, -0.3702324 51.5383943, -0.3702172 51.5383934, -0.3701796 51.5383907, -0.3701307 51.5383871, -0.3700196 51.538379, -0.3697701 51.5383151, -0.3696315 51.5381877, -0.3696188 51.5380444, -0.3696186 51.5379827, -0.3695985 51.5378846, -0.3695879 51.537833, -0.3693841 51.5376659, -0.3690418 51.5375697, -0.3688302 51.5374354)",
248228736,248228734,23023255,residential,,Milton Road,FALSE,96.08441273,"LINESTRING (-0.141151 51.3564161, -0.1412117 51.3566713, -0.1413274 51.357158, -0.1413524 51.357271)",
43717790,43717636,5742157,residential,20 mph,Tariff Road,FALSE,231.8466789,"LINESTRING (-0.0610341 51.6078144, -0.0610021 51.6074426, -0.0609909 51.6073134, -0.0609593 51.6069296, -0.0609122 51.6064678, -0.06094 51.6060623, -0.060947 51.606035, -0.0610025 51.6059272, -0.0610955 51.6057466)",
1244822707,21643618,108514577,residential,20 mph,Imperial Mews,FALSE,132.7454316,"LINESTRING (0.0401808 51.5301868, 0.039667 51.5300937, 0.0383321 51.5298668)",
1690691102,250854865,23196010,tertiary,20 mph,Epsom Road,FALSE,71.85996292,"LINESTRING (-0.1137743 51.3693565, -0.1133152 51.3697391, -0.1131571 51.3698753)",2
297571,257346977,23748368,residential,20 mph,Park Road,FALSE,115.6823442,"LINESTRING (-0.3108981 51.455298, -0.3113057 51.4555501, -0.3115032 51.4557212, -0.3117255 51.4559998, -0.3118465 51.4561416)",
1699964732,1699964747,"[329389066, 329389067, 329389068]",secondary,20 mph,Dunbridge Street,FALSE,62.78406553,"LINESTRING (-0.0639451 51.523811, -0.0640646 51.5238249, -0.0642029 51.5238473, -0.0642413 51.523855, -0.0643045 51.523864, -0.064427 51.5238824, -0.0645915 51.5239087, -0.0648268 51.5239438)",2
36084868,36086363,5180198,residential,,Osborne Road,FALSE,94.14835078,"LINESTRING (0.1393784 51.4811695, 0.1394023 51.4808078, 0.1394148 51.480643, 0.1395371 51.4803325)",
26388656,88265595,775572861,residential,20 mph,North Park,FALSE,19.94459425,"LINESTRING (0.0604912 51.4493537, 0.0602131 51.4493075)",
35133989,35133988,5112874,residential,20 mph,Hollywood Way,FALSE,30.26739769,"LINESTRING (0.1985113 51.4703871, 0.1985102 51.4706593)",
18237709,18237696,1249370448,residential,20 mph,Hazlewell Road,FALSE,58.35617235,"LINESTRING (-0.227127 51.4594362, -0.2262926 51.4595079)",
34962466,34962398,5107520,residential,20 mph,Salters Road,FALSE,23.94147013,"LINESTRING (0.0039484 51.5839308, 0.0042245 51.5840609)",
266488902,266488928,24504379,residential,20 mph,Nymans Gardens,FALSE,77.19195631,"LINESTRING (-0.2385089 51.4063672, -0.237614 51.4065262, -0.2375648 51.4065873, -0.2375827 51.4066313)",
269743667,104279663,507820585,secondary,20 mph,Rolls Road,TRUE,7.7063331,"LINESTRING (-0.0747385 51.4892183, -0.0747801 51.4891953, -0.0748335 51.4891855)",
25421007,1691113130,758341072,residential,20 mph,Talbot Road,FALSE,41.31777182,"LINESTRING (-0.1958201 51.5174737, -0.1957192 51.5174894, -0.1956741 51.5174968, -0.1956156 51.5175076, -0.195246 51.5175757)",
247690015,667424681,"[52581850, 1105275708, 1105275709]",residential,30 mph,Felixstowe Court,FALSE,40.53133798,"LINESTRING (0.0722644 51.5015946, 0.0722108 51.5016258, 0.0720605 51.5016556, 0.0719097 51.5016855, 0.0717228 51.5017226)",
585269773,585269775,45959766,residential,30 mph,Albemarle Park,FALSE,82.60102249,"LINESTRING (-0.3080554 51.6165508, -0.307948 51.6163894, -0.3078044 51.6161761, -0.3072949 51.6162923)",
31923802,128071809,13779022,residential,20 mph,Leaf Grove,FALSE,120.0239086,"LINESTRING (-0.114023 51.4260747, -0.1139562 51.4260719, -0.1135492 51.4260341, -0.1127416 51.4259656, -0.1125179 51.4259517, -0.1123565 51.4259499, -0.1123051 51.4259506)",
267980598,9498335857,304105868,trunk_link,,Oldfield Lane South,TRUE,16.70468857,"LINESTRING (-0.348854 51.5363012, -0.3489109 51.5364472)",
26471643,26471644,5027684,residential,20 mph,Slagrove Place,FALSE,44.02114628,"LINESTRING (-0.0233208 51.454109, -0.0237174 51.4543057, -0.023811 51.4543605)",
110249213,10865123,12160723,trunk,20 mph,Durham Street,TRUE,28.12077872,"LINESTRING (-0.1185701 51.4849489, -0.1185491 51.4849386, -0.1185382 51.4849308, -0.1185292 51.4849198, -0.1185201 51.4849021, -0.118505 51.4848728, -0.1184816 51.4848228, -0.1184097 51.48472)",
893222338,893222345,75659110,residential,,Morse Close,FALSE,56.90410811,"LINESTRING (-0.4828905 51.6014742, -0.4828789 51.6012606, -0.4828439 51.6010724, -0.482704 51.6010073)",
90421809,32341339,298693586,residential,20 mph,Charterhouse Avenue,FALSE,61.40551223,"LINESTRING (-0.3088179 51.5559337, -0.3092095 51.5559316, -0.3097059 51.5559398)",
104283400,104283399,11660907,residential,20 mph,Sherwood Gardens,FALSE,40.19736762,"LINESTRING (-0.0641087 51.4872472, -0.0640405 51.4868882)",
5489928143,5489932008,"[190477333, 571142550]",tertiary,20 mph,Bear Road,TRUE,33.60828106,"LINESTRING (-0.3923668 51.4332211, -0.3923465 51.4331836, -0.392297 51.4330532, -0.3922576 51.4329269)",1
10186536227,10186536226,1113418777,residential,20 mph,Eastlea Mews,FALSE,19.32060539,"LINESTRING (0.008665 51.5211282, 0.0083969 51.5210796)",
173659755,173660809,16785656,residential,,James Avenue,FALSE,73.52906564,"LINESTRING (0.1468231 51.5628469, 0.1472885 51.5629217, 0.1473453 51.5629308, 0.147853 51.5630123)",
11699300148,17966484,380889492,primary,20 mph,Lavender Hill,TRUE,26.27682238,"LINESTRING (-0.1676678 51.4637855, -0.1676105 51.4638022, -0.1675274 51.4638253, -0.1675012 51.4638314, -0.1673768 51.4638541, -0.1673126 51.4638412)",
180623590,7270737763,17453830,residential,,Abbey Road,FALSE,117.1371424,"LINESTRING (0.0757107 51.5327591, 0.0756235 51.5328299, 0.0754724 51.5330423, 0.0751857 51.5334455, 0.075179 51.5334588, 0.0751545 51.5335074, 0.0751565 51.5335608, 0.0751897 51.5336007, 0.0752222 51.5336294, 0.0752733 51.5336744, 0.0753082 51.5337052)",
11231325836,2104879775,200520126,unclassified,30 mph,,TRUE,2.484055786,"LINESTRING (-0.2208551 51.5760358, -0.2208886 51.5760439)",2
6887752236,6887752237,3178743,residential,20 mph,Southwick Street,FALSE,0.867377381,"LINESTRING (-0.1706807 51.5169059, -0.1706725 51.5169)",
179078747,179079486,17287394,tertiary,30 mph,West Ramp,TRUE,39.98994478,"LINESTRING (-0.4571107 51.4805598, -0.4574327 51.4804311, -0.4575762 51.480349)",
21662608,283267058,25966222,residential,20 mph,Hebron Road,FALSE,102.5607562,"LINESTRING (-0.2299903 51.4981337, -0.2296095 51.4981476, -0.2286225 51.4983091, -0.2285455 51.4983217)",
33149268,124243179,4993954,residential,20 mph,Rye Road,FALSE,85.9661839,"LINESTRING (-0.0508479 51.4584933, -0.0508082 51.4584629, -0.0500688 51.4578916)",
1754720012,27076945,24230346,tertiary,,Mulgrave Road,FALSE,120.2014845,"LINESTRING (-0.2062427 51.3564228, -0.2058803 51.3564982, -0.2048129 51.3566655, -0.2045715 51.3567025)",
180531648,180531650,17446002,residential,,,FALSE,33.11886109,"LINESTRING (0.1142204 51.5350039, 0.1144117 51.5350743, 0.1146254 51.5351626)",
6285222805,200266,1183960350,trunk,50 mph,Great North Way,TRUE,36.83001407,"LINESTRING (-0.2163781 51.5948031, -0.2165289 51.5948474, -0.2165812 51.594873, -0.2166328 51.594902, -0.2168067 51.5949957)",3
17788907,17788905,3595886,residential,20 mph,Normanby Close,FALSE,48.31325283,"LINESTRING (-0.2068675 51.4582623, -0.2063494 51.4580349, -0.2062974 51.4580121)",
4017259452,14598711,1112335114,primary,30 mph,Kidbrooke Park Road,FALSE,119.4517988,"LINESTRING (0.0275068 51.4662895, 0.0276331 51.4661749, 0.0277699 51.4660357, 0.0279067 51.4658702, 0.0280214 51.4656776, 0.0281186 51.4654425, 0.0281635 51.4653077)",2
25472462,36497846,23031378,residential,20 mph,Cleveland Road,FALSE,84.16833152,"LINESTRING (-0.3301437 51.4647921, -0.3296249 51.4647653, -0.3289307 51.4647543)",
32855768,32855753,25116260,unclassified,20 mph,Thurlow Hill,FALSE,136.3181355,"LINESTRING (-0.1010074 51.4413836, -0.1004729 51.4402681, -0.1004652 51.4402521, -0.1004453 51.4402088)",2
98225960,85842634,11025144,residential,20 mph,St James's,FALSE,68.35777167,"LINESTRING (-0.0385893 51.4746705, -0.0389036 51.4751613, -0.038955 51.4752415)",
243524604,243524659,1288155441,residential,20 mph,Almond Avenue,FALSE,70.30129166,"LINESTRING (-0.2982366 51.5016962, -0.2987033 51.5015703, -0.2991685 51.5014448)",
101563855,101560257,"[1229054293, 965866503]",residential,20 mph,Marchant Road,FALSE,74.49211886,"LINESTRING (0.0039985 51.5611507, 0.0040426 51.5611995, 0.0041107 51.5612733, 0.0043005 51.5614317, 0.0045741 51.5615847, 0.0046563 51.56162, 0.0047094 51.5616434)",
6245897127,6245897131,54266051,unclassified,20 mph,Bus Waitstation,FALSE,11.55821365,"LINESTRING (-0.0219869 51.4739564, -0.0220666 51.4739749, -0.0221469 51.4739651)",
30471688,25632555,4769362,residential,20 mph,Horndean Close,FALSE,52.38582101,"LINESTRING (-0.2392332 51.4470208, -0.2390699 51.4470054, -0.2384825 51.4469662)",
2874188202,2874188206,283572865,residential,20 mph,Freda Street,FALSE,39.58302663,"LINESTRING (-0.06976 51.4979583, -0.0696661 51.4978882, -0.0693667 51.4978144, -0.069266 51.4978284)",
249179676,249179616,23084971,residential,30 mph,The Rise,FALSE,94.91921554,"LINESTRING (-0.4636545 51.5365774, -0.4627742 51.5365763, -0.462287 51.5366192)",
5904372084,26389334,8392439,residential,20 mph,Yeoman's Row,FALSE,39.62291843,"LINESTRING (-0.1673923 51.4975798, -0.1669816 51.4973316)",
25696938,25696939,873098996,residential,,Chimes Avenue,FALSE,49.29138936,"LINESTRING (-0.1011628 51.6162092, -0.1009058 51.6162586, -0.100866 51.6162685, -0.1007458 51.61631, -0.1006513 51.6163533, -0.1005516 51.6164204)",
32550341,9579744007,1040424280,residential,20 mph,Knottisford Street,FALSE,25.2552445,"LINESTRING (-0.0471299 51.5285292, -0.0472638 51.5284883, -0.0474602 51.5284325)",
65136977,65136728,41593533,residential,20 mph,Greystoke Avenue,FALSE,133.9788595,"LINESTRING (-0.3615417 51.5970351, -0.3619908 51.5966617, -0.3625481 51.596379, -0.362822 51.5962397, -0.3629378 51.5962387)",
11210545215,6807219370,726047192,residential,,,FALSE,14.54360163,"LINESTRING (-0.0396262 51.4292337, -0.0398253 51.4291925)",
269888862,22453695,219244531,tertiary,,Raeburn Avenue,FALSE,14.92319398,"LINESTRING (-0.281749 51.3896301, -0.2816962 51.3895)",2
269022107,181366428,"[946758209, 52518841, 17510134]",unclassified,,,FALSE,372.2778369,"LINESTRING (0.0763381 51.5046896, 0.0762027 51.5047257, 0.0761163 51.5047312, 0.076032 51.5047112, 0.0759807 51.5046833, 0.0759265 51.5046419, 0.0753926 51.5039202, 0.0753202 51.503887, 0.0752637 51.5038775, 0.0751894 51.5038844, 0.0749352 51.5039607, 0.0743819 51.5041236, 0.074306 51.504128, 0.0741485 51.5041238, 0.0739358 51.5041148, 0.0737022 51.5040909, 0.0735824 51.5040584, 0.0734778 51.5040175, 0.0732688 51.5038967, 0.0732075 51.5038626, 0.0730943 51.5038006, 0.0729002 51.503762, 0.0728293 51.5037375, 0.07275 51.5036999, 0.0726213 51.5036166, 0.0722722 51.5034119)",
1571413858,565664003,143590918,secondary,20 mph,Queen's Road,FALSE,94.20955133,"LINESTRING (-0.2894338 51.4589003, -0.2893169 51.4592837, -0.2891592 51.45973)",2
6836143255,6836143267,"[729771737, 729771745, 729771743]",primary,30 mph,Cambridge Road,TRUE,27.29251287,"LINESTRING (-0.2919997 51.4108151, -0.2919821 51.4107703, -0.2919684 51.4107413, -0.2919561 51.4107111, -0.2919519 51.4106909, -0.2919185 51.4105752)",1
60264265,60264264,8060038,residential,,Fir Tree Grove,FALSE,21.62293757,"LINESTRING (-0.1633477 51.3529855, -0.16335 51.3530426, -0.1633554 51.3531799)",
2622776451,725990459,58602423,residential,20 mph,Corporation Street,FALSE,33.79578721,"LINESTRING (-0.1240868 51.5489776, -0.1245301 51.5488496)",
25791844,224828,690082750,residential,20 mph,Leighton Road,FALSE,83.92524264,"LINESTRING (-0.3241485 51.5047121, -0.3246671 51.5045181, -0.3251916 51.5043273)",
1675313682,132849341,155097762,residential,,Westernville Gardens,FALSE,238.8967788,"LINESTRING (0.0783376 51.5721427, 0.0810989 51.5715478, 0.0815176 51.5713416)",
178939689,32919908,17270888,residential,,Gainsborough Road,FALSE,130.9719886,"LINESTRING (0.1132118 51.5528785, 0.1131587 51.5528703, 0.1130357 51.5527745, 0.1124976 51.5523615, 0.1123322 51.5522384, 0.1122722 51.5519112)",
131979235,131979649,13948944,residential,20 mph,Owen Close,FALSE,91.84782699,"LINESTRING (-0.0912817 51.3879847, -0.0911009 51.3879428, -0.091008 51.3879332, -0.0905202 51.3879654, -0.0902589 51.3879685, -0.0899743 51.387963)",
11891938,243757,48709908,tertiary,30 mph,High Street,FALSE,151.6438979,"LINESTRING (0.0247143 51.5792881, 0.0235842 51.579946, 0.023271 51.5801449, 0.0232278 51.5801723, 0.0231279 51.5802301)",
126034314,2366295737,"[1237281753, 1237281750, 1304460230]",tertiary,30 mph,Faggs Road,FALSE,157.6079978,"LINESTRING (-0.4197211 51.4658942, -0.4195441 51.4658671, -0.4192981 51.4658269, -0.4185304 51.4657152, -0.4180047 51.4656227, -0.4179897 51.4656188, -0.4178604 51.4655849, -0.4177368 51.4655397, -0.4175866 51.4654536)","['3', '2']"
49505668,249225288,23088179,residential,20 mph,Charles Square,FALSE,123.3451427,"LINESTRING (-0.0843187 51.5273682, -0.0848226 51.5273474, -0.0848221 51.5273307, -0.0848211 51.5273133, -0.0848121 51.5271462, -0.084806 51.5268544, -0.084321 51.5268656)",
31933228,26636134,3115322,tertiary,30 mph,Sandy Lane,FALSE,150.449117,"LINESTRING (-0.2154341 51.3531576, -0.2152267 51.3526964, -0.2148403 51.3518564)",2
23019913,23019850,24551507,primary,30 mph,Cheam Common Road,FALSE,94.19491849,"LINESTRING (-0.2320354 51.3730895, -0.2328176 51.373518, -0.2328426 51.3735317, -0.2328675 51.3735462, -0.2330495 51.3736523)",2
229780500,271265486,689389728,primary,20 mph,Manchester Road,FALSE,61.93815817,"LINESTRING (-0.0096121 51.4975082, -0.0095901 51.4976213, -0.0095695 51.4977726, -0.009565 51.4978076, -0.0095171 51.498062)",2
59656433,10028748,5027275,unclassified,20 mph,Knights Road,TRUE,401.2008324,"LINESTRING (0.0238589 51.5027403, 0.0238051 51.5026503, 0.0237672 51.5025921, 0.0236889 51.5024682, 0.0235715 51.5022841, 0.0233998 51.5021345, 0.023362 51.5021178, 0.0227411 51.501844, 0.022506 51.5017383, 0.0223156 51.5016539, 0.0221556 51.5015825, 0.0205073 51.5008522, 0.0206637 51.5007166, 0.0208978 51.5005137, 0.0211854 51.5002644)",
